cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason,mae,mfe
90,2026-04-14T10:54:35.633462+00:00,NEARUSDT,long,10850.114,12.402,11.289,-973.7282,0.0,1,0.10850114049624489,normal,normal,-973.7282,0.0
93,2026-04-14T10:54:45.725755+00:00,ETHUSDT,short,9309.1173,2936.93,2856.54,254.8103,0.0,4,0.09309117277073033,normal,normal,0.0,666.4878
94,2026-04-14T10:54:50.164024+00:00,ADAUSDT,long,6223.455,0.7556,0.7711,127.6648,0.0,3,0.06223454992740099,normal,normal,0.0,279.2154
95,2026-04-14T10:54:52.213802+00:00,ETHUSDT,short,13964.2712,2856.54,2940.64,-411.1251,0.0,2,0.1396427119981792,normal,normal,-411.1251,365.8573
96,2026-04-14T10:54:54.902599+00:00,NEARUSDT,long,6223.455,10.336,11.217,530.4628,0.0,5,0.06223454992740099,crisis,normal,0.0,1591.3885
100,2026-04-14T10:55:04.691718+00:00,NEARUSDT,long,12548.813,11.145,9.399,-1965.9244,0.0,1,0.12548812965271333,crisis,normal,-1965.9244,0.0
105,2026-04-14T10:55:15.421057+00:00,ETHUSDT,short,14678.2842,2940.64,2056.48,4413.3086,0.0,10,0.14678284152523288,crisis,normal,0.0,4893.793
109,2026-04-14T10:55:25.901667+00:00,ADAUSDT,short,6285.727,0.7403,0.5059,1990.2396,0.0,10,0.06285726982119955,crisis,normal,0.0,2267.0392
114,2026-04-14T10:55:35.903375+00:00,ETHUSDT,long,8333.3333,2043.19,1973.32,-284.9711,0.0,1,0.08333333333333333,crisis,normal,-284.9711,0.0
114,2026-04-14T10:55:35.903391+00:00,ADAUSDT,long,8333.3333,0.5416,0.5134,-433.8996,0.0,1,0.08333333333333333,crisis,normal,-433.8996,0.0
114,2026-04-14T10:55:35.903399+00:00,NEARUSDT,long,8333.3333,6.242,5.846,-528.6767,0.0,1,0.08333333333333333,crisis,normal,-528.6767,0.0
116,2026-04-14T10:55:39.506298+00:00,NEARUSDT,long,12500.0,5.97,5.758,-443.8861,0.0,1,0.125,crisis,normal,-443.8861,0.0
117,2026-04-14T10:55:41.143350+00:00,ADAUSDT,long,12500.0,0.5219,0.4789,-1029.8908,0.0,2,0.125,normal,normal,-1029.8908,0.0
