cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason,mae,mfe
47,2026-04-14T10:47:23.038967+00:00,ARBUSDT,long,8333.3333,1.1834,1.1001,-586.5867,0.0,1,0.08333333333333334,normal,normal,-586.5867,0.0
49,2026-04-14T10:47:25.298032+00:00,ADAUSDT,long,8333.3333,0.4555,0.5804,2285.0348,0.0,10,0.08333333333333333,normal,normal,0.0,3878.5218
49,2026-04-14T10:47:25.298054+00:00,NEARUSDT,long,5656.0071,2.39,2.266,-293.4497,0.0,1,0.056560070529774784,normal,normal,-293.4497,0.0
50,2026-04-14T10:47:33.943064+00:00,ARBUSDT,long,5656.0071,1.1249,1.101,-120.1694,0.0,2,0.056560070529774784,normal,normal,-120.1694,0.0
50,2026-04-14T10:47:33.943114+00:00,ETHUSDT,short,8031.9788,2228.96,2219.43,34.341,0.0,2,0.08031978841067565,normal,normal,0.0,116.8964
54,2026-04-14T10:47:50.026414+00:00,NEARUSDT,long,10261.4479,3.538,3.36,-516.2628,0.0,1,0.10261447860944713,normal,normal,-516.2628,0.0
55,2026-04-14T10:47:51.315265+00:00,ADAUSDT,long,10261.4479,0.6351,0.613,-357.0745,0.0,2,0.10261447860944713,normal,normal,-357.0745,0.0
59,2026-04-14T10:47:56.149530+00:00,ETHUSDT,short,14584.487,2308.2,2378.35,-443.2466,0.0,4,0.14584487047777023,normal,normal,-443.2466,488.5506
61,2026-04-14T10:48:00.163880+00:00,NEARUSDT,long,5112.3623,3.756,3.62,-185.1122,0.0,1,0.0511236229150213,normal,normal,-185.1122,0.0
62,2026-04-14T10:48:01.556577+00:00,ARBUSDT,long,5112.3623,1.4678,1.4801,42.841,0.0,2,0.0511236229150213,normal,normal,0.0,146.2864
64,2026-04-14T10:48:04.643865+00:00,ETHUSDT,short,7445.0891,2344.15,2352.04,-25.0589,0.0,4,0.07445089137022974,normal,normal,-25.0589,197.8031
64,2026-04-14T10:48:04.643898+00:00,ADAUSDT,short,7330.1863,0.6158,0.6232,-88.086,0.0,4,0.07330186279972767,normal,normal,-88.086,259.4967
66,2026-04-14T10:48:07.494526+00:00,NEARUSDT,long,6941.1397,3.676,3.771,179.382,0.0,4,0.06941139676251117,crisis,normal,-49.094,466.3932
70,2026-04-14T10:48:12.405918+00:00,ARBUSDT,long,6941.1397,1.4801,1.7218,1133.4866,0.0,8,0.06941139676251117,crisis,normal,0.0,2456.9036
73,2026-04-14T10:48:15.217824+00:00,ADAUSDT,short,13078.9277,0.6232,0.566,1200.4407,0.0,9,0.13078927743701368,crisis,normal,0.0,2700.9917
77,2026-04-14T10:48:19.410926+00:00,ETHUSDT,long,6579.5229,2330.44,2472.87,402.1221,0.0,6,0.0657952293350006,crisis,normal,0.0,811.8954
77,2026-04-14T10:48:19.410944+00:00,ARBUSDT,long,6579.5229,1.8213,2.0302,754.66,0.0,6,0.0657952293350006,crisis,normal,0.0,1580.1259
80,2026-04-14T10:48:22.753796+00:00,ETHUSDT,long,9475.7493,2511.78,2530.19,69.4522,0.0,2,0.09475749266093485,crisis,normal,0.0,285.2782
80,2026-04-14T10:48:22.753818+00:00,ARBUSDT,long,9475.7493,2.11,2.0383,-321.9958,0.0,2,0.09475749266093485,crisis,normal,-321.9958,183.6768
83,2026-04-14T10:48:26.747312+00:00,ARBUSDT,long,5706.9201,1.8564,1.8169,-121.4304,0.0,1,0.05706920077683028,crisis,normal,-121.4304,0.0
85,2026-04-14T10:48:34.574350+00:00,ETHUSDT,long,5706.9201,2492.0,2314.2,-407.1791,0.0,3,0.05706920077683028,crisis,normal,-407.1791,0.0
87,2026-04-14T10:48:37.204550+00:00,ARBUSDT,short,6551.6495,1.6902,1.7376,-183.7346,0.0,1,0.06551649505140067,crisis,normal,-183.7346,0.0
90,2026-04-14T10:48:41.238394+00:00,NEARUSDT,short,25000.0,3.308,2.912,2992.7449,0.0,10,0.25,normal,normal,0.0,4980.3507
94,2026-04-14T10:48:46.118032+00:00,ETHUSDT,long,11008.0229,2242.6,2283.14,198.9946,0.0,8,0.11008022948691548,normal,normal,-117.61,492.8724
99,2026-04-14T10:48:53.341642+00:00,ETHUSDT,short,16666.6667,2304.28,2301.83,17.7206,0.0,4,0.16666666666666666,high_vol,normal,-34.5733,104.805
100,2026-04-14T10:48:54.218754+00:00,ARBUSDT,short,8333.3333,1.7845,1.8307,-215.7467,0.0,5,0.08333333333333333,high_vol,normal,-215.7467,247.5016
103,2026-04-14T10:48:59.449771+00:00,NEARUSDT,short,13543.7523,2.922,2.995,-338.3621,0.0,1,0.1354375234572367,high_vol,normal,-338.3621,0.0
103,2026-04-14T10:48:59.449789+00:00,ARBUSDT,short,5728.1238,1.8628,1.9812,-364.0809,0.0,1,0.057281238271381645,high_vol,normal,-364.0809,0.0
104,2026-04-14T10:49:00.416066+00:00,ADAUSDT,short,5728.1238,0.5304,0.5515,-227.8722,0.0,2,0.057281238271381645,high_vol,normal,-227.8722,0.0
105,2026-04-14T10:49:03.598138+00:00,NEARUSDT,short,25000.0,3.043,3.125,-673.6773,0.0,1,0.25,high_vol,normal,-673.6773,0.0
120,2026-04-14T10:49:35.923661+00:00,ARBUSDT,short,25000.0,2.0396,1.9283,1364.2381,0.0,8,0.25,normal,normal,-177.7309,2952.7849
123,2026-04-14T10:49:42.913565+00:00,ARBUSDT,short,9317.2779,1.8958,1.9445,-239.3456,0.0,2,0.09317277941462869,normal,normal,-239.3456,0.0
124,2026-04-14T10:49:44.922950+00:00,ARBUSDT,short,10803.6757,1.9445,1.988,-241.6868,0.0,1,0.10803675738560205,normal,normal,-241.6868,0.0
127,2026-04-14T10:49:53.152351+00:00,ETHUSDT,long,7156.0548,2922.24,3627.76,1727.6951,0.0,10,0.07156054791030479,crisis,normal,0.0,1727.6951
129,2026-04-14T10:49:57.463547+00:00,ARBUSDT,short,16228.4028,2.0439,2.0538,-78.6052,0.0,3,0.16228402801414754,crisis,normal,-78.6052,619.3138
131,2026-04-14T10:50:00.018650+00:00,NEARUSDT,long,7841.361,3.941,5.745,3589.3974,0.0,10,0.07841361029268565,crisis,normal,-127.34,3887.8507
133,2026-04-14T10:50:02.888169+00:00,ETHUSDT,long,8333.3333,3883.36,3878.47,-10.4935,0.0,2,0.08333333333333333,crisis,normal,-10.4935,46.8881
133,2026-04-14T10:50:02.888192+00:00,ADAUSDT,long,8333.3333,0.7228,0.7166,-71.4813,0.0,2,0.08333333333333333,crisis,normal,-71.4813,216.7497
133,2026-04-14T10:50:02.888201+00:00,NEARUSDT,long,8333.3333,5.745,5.947,293.0084,0.0,2,0.08333333333333333,crisis,normal,0.0,649.8404
137,2026-04-14T10:50:10.032491+00:00,ETHUSDT,long,8333.3333,3878.47,3881.7,6.94,0.0,4,0.08333333333333333,crisis,normal,0.0,400.3512
138,2026-04-14T10:50:17.355218+00:00,ADAUSDT,long,8333.3333,0.7166,0.7274,125.5931,0.0,5,0.08333333333333333,crisis,normal,0.0,683.7845
139,2026-04-14T10:50:23.039074+00:00,NEARUSDT,long,8333.3333,5.947,6.727,1092.9881,0.0,6,0.08333333333333333,crisis,normal,0.0,4083.2913
141,2026-04-14T10:50:30.003325+00:00,NEARUSDT,long,10309.311,6.727,7.026,458.2257,0.0,2,0.10309311017700087,crisis,normal,0.0,2324.8439
142,2026-04-14T10:50:33.446826+00:00,NEARUSDT,long,17000.8419,7.026,6.354,-1626.0412,0.0,1,0.1700084187478589,crisis,normal,-1626.0412,0.0
144,2026-04-14T10:50:40.257921+00:00,NEARUSDT,long,15773.4293,6.912,6.449,-1056.5824,0.0,1,0.15773429272375314,crisis,normal,-1056.5824,0.0
147,2026-04-14T10:50:47.568516+00:00,ARBUSDT,short,13694.7024,2.0155,1.6707,2342.8099,0.0,10,0.1369470236296932,crisis,normal,0.0,2855.8092
148,2026-04-14T10:50:50.010163+00:00,ARBUSDT,short,6362.0364,1.6707,1.7231,-199.5395,0.0,1,0.06362036372498964,crisis,normal,-199.5395,0.0
149,2026-04-14T10:50:51.617070+00:00,ADAUSDT,short,5051.8777,0.6468,0.665,-142.1524,0.0,2,0.05051877747848484,crisis,normal,-142.1524,0.0
