cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason,mae,mfe
43,2026-04-14T10:51:41.886071+00:00,ARBUSDT,long,16968.3694,1.0587,1.0952,585.0057,0.0,5,0.16968369361128496,normal,normal,0.0,1814.3189
44,2026-04-14T10:51:45.775781+00:00,ADAUSDT,short,7996.8272,0.5948,0.5784,220.4909,0.0,2,0.07996827228151139,normal,normal,0.0,592.9053
45,2026-04-14T10:51:48.458854+00:00,ADAUSDT,short,12120.4398,0.5784,0.6675,-1867.1009,0.0,1,0.121204398165004,normal,normal,-1867.1009,0.0
47,2026-04-14T10:51:59.946451+00:00,ETHUSDT,long,12879.5602,2203.46,2220.5,99.6014,0.0,3,0.128795601834996,normal,normal,0.0,653.8388
51,2026-04-14T10:52:49.601755+00:00,ETHUSDT,long,9932.8203,2228.96,2177.91,-227.492,0.0,3,0.09932820286949082,normal,normal,-227.492,0.0
53,2026-04-14T10:52:57.205281+00:00,ADAUSDT,short,13701.9421,0.6433,0.6351,174.6556,0.0,7,0.13701942050461904,normal,normal,0.0,1431.3237
56,2026-04-14T10:53:10.386457+00:00,ETHUSDT,long,14865.072,2324.54,2264.05,-386.8241,0.0,2,0.1486507200725452,normal,normal,-386.8241,0.0
57,2026-04-14T10:53:15.610731+00:00,ADAUSDT,short,10134.928,0.6226,0.6242,-26.0454,0.0,3,0.10134927992745482,normal,normal,-26.0454,499.7467
60,2026-04-14T10:53:25.778160+00:00,ADAUSDT,long,6671.4866,0.6087,0.6158,77.8176,0.0,2,0.0667148662738557,normal,normal,0.0,270.7175
61,2026-04-14T10:53:28.365163+00:00,ETHUSDT,long,25000.0,2264.05,2299.2,388.1319,0.0,5,0.25,normal,normal,-366.2684,1262.1188
62,2026-04-14T10:53:31.957017+00:00,ADAUSDT,long,12427.9426,0.6158,0.6011,-296.6722,0.0,2,0.12427942627204534,normal,normal,-296.6722,0.0
65,2026-04-14T10:53:43.465798+00:00,ADAUSDT,long,16623.9443,0.6011,0.605,107.8579,0.0,3,0.16623944324932072,crisis,normal,-196.3567,611.1948
66,2026-04-14T10:53:48.061837+00:00,ETHUSDT,long,8376.0557,2291.68,2209.72,-299.5626,0.0,4,0.08376055675067928,crisis,normal,-299.5626,232.6763
69,2026-04-14T10:53:56.782059+00:00,ADAUSDT,long,25000.0,0.5414,0.5227,-863.502,0.0,1,0.25,crisis,normal,-863.502,0.0
72,2026-04-14T10:54:04.066108+00:00,ADAUSDT,long,25000.0,0.4945,0.5124,904.9545,0.0,2,0.25,crisis,normal,0.0,2360.9707
76,2026-04-14T10:54:13.671511+00:00,NEARUSDT,long,7164.277,3.222,3.404,404.686,0.0,4,0.07164277029841708,crisis,normal,0.0,867.1844
76,2026-04-14T10:54:13.671531+00:00,ETHUSDT,short,11704.5746,2618.01,2578.19,178.0269,0.0,2,0.11704574573682007,crisis,normal,0.0,426.8264
77,2026-04-14T10:54:17.959159+00:00,ADAUSDT,long,12885.9254,0.5124,0.5251,319.3818,0.0,5,0.12885925440183,crisis,normal,0.0,1750.3131
77,2026-04-14T10:54:17.959211+00:00,NEARUSDT,long,7723.0033,3.404,3.307,-220.0738,0.0,1,0.07723003293903631,crisis,normal,-220.0738,0.0
79,2026-04-14T10:54:22.402538+00:00,ETHUSDT,short,13927.4949,2578.19,2587.4,-49.7528,0.0,3,0.13927494894001768,crisis,normal,-49.7528,568.9432
81,2026-04-14T10:54:31.375074+00:00,NEARUSDT,long,7151.1751,3.306,3.083,-482.369,0.0,3,0.07151175082996881,crisis,normal,-482.369,4.3262
84,2026-04-14T10:54:41.517310+00:00,NEARUSDT,long,10359.2099,3.01,2.922,-302.8606,0.0,2,0.10359209872231032,crisis,normal,-302.8606,0.0
85,2026-04-14T10:54:47.306958+00:00,NEARUSDT,long,11822.4509,2.922,2.649,-1104.5616,0.0,1,0.11822450925906029,crisis,normal,-1104.5616,0.0
90,2026-04-14T10:55:03.114573+00:00,ETHUSDT,short,12047.1662,2530.19,2267.94,1248.6688,0.0,10,0.12047166228727504,normal,normal,0.0,1483.4043
94,2026-04-14T10:55:13.191007+00:00,NEARUSDT,long,11147.5808,2.65,2.823,727.7477,0.0,8,0.1114758076560922,normal,normal,0.0,1518.595
94,2026-04-14T10:55:13.191037+00:00,ARBUSDT,long,9430.3297,1.6902,1.7635,408.9712,0.0,8,0.0943032966113819,normal,normal,0.0,1086.8703
94,2026-04-14T10:55:13.191051+00:00,ETHUSDT,long,10538.5881,2343.01,2283.14,-269.2883,0.0,1,0.1053858811090605,normal,normal,-269.2883,0.0
97,2026-04-14T10:55:21.611572+00:00,NEARUSDT,long,5094.1982,2.855,2.815,-71.3723,0.0,2,0.05094198171049537,normal,normal,-71.3723,80.2938
98,2026-04-14T10:55:23.411334+00:00,ARBUSDT,long,9386.5727,1.7845,1.7315,-278.783,0.0,3,0.09386572666875156,high_vol,normal,-278.783,43.6585
98,2026-04-14T10:55:23.411346+00:00,NEARUSDT,long,6468.9842,2.815,2.754,-140.1805,0.0,1,0.0646898417808721,high_vol,normal,-140.1805,0.0
105,2026-04-14T10:55:37.181912+00:00,ETHUSDT,long,10519.2292,2304.28,2507.21,926.3923,0.0,10,0.10519229162075305,high_vol,normal,-66.1481,926.3923
112,2026-04-14T10:55:52.868576+00:00,ETHUSDT,short,25000.0,2774.81,2881.2,-958.5341,0.0,4,0.25,high_vol,normal,-958.5341,0.0
113,2026-04-14T10:55:55.145797+00:00,ETHUSDT,short,12500.0,2881.2,2944.8,-275.9267,0.0,1,0.125,normal,normal,-275.9267,0.0
118,2026-04-14T10:56:06.419272+00:00,ETHUSDT,short,5419.6385,2971.4,2992.62,-38.7039,0.0,2,0.054196384507004064,normal,normal,-38.7039,89.6646
119,2026-04-14T10:56:08.264098+00:00,ETHUSDT,short,6081.7913,2992.62,3112.59,-243.8106,0.0,1,0.060817912567165455,normal,normal,-243.8106,0.0
120,2026-04-14T10:56:11.051091+00:00,ADAUSDT,short,12500.0,0.6193,0.6191,4.0368,0.0,8,0.125,normal,normal,-232.1169,744.7925
121,2026-04-14T10:56:12.991975+00:00,ETHUSDT,short,9339.4699,3175.94,3242.36,-195.3209,0.0,1,0.09339469946070408,normal,normal,-195.3209,0.0
124,2026-04-14T10:56:19.923352+00:00,ETHUSDT,short,9571.6815,3383.1,3433.43,-142.3968,0.0,2,0.09571681488568907,normal,normal,-142.3968,121.6866
126,2026-04-14T10:56:25.980989+00:00,ARBUSDT,long,15315.8562,1.808,2.0439,1998.3465,0.0,10,0.1531585622374286,normal,normal,-78.7818,1998.3465
127,2026-04-14T10:56:28.609736+00:00,ARBUSDT,long,21220.4406,2.0439,1.9823,-639.5514,0.0,1,0.21220440592057024,crisis,normal,-639.5514,0.0
132,2026-04-14T10:56:37.647321+00:00,ARBUSDT,long,16384.1658,2.1645,2.0962,-516.9963,0.0,2,0.1638416579322625,crisis,normal,-516.9963,0.0
134,2026-04-14T10:56:41.486016+00:00,ETHUSDT,short,13168.4381,3905.21,4064.8,-538.1403,0.0,2,0.13168438126036755,crisis,normal,-538.1403,90.1678
134,2026-04-14T10:56:41.486035+00:00,ADAUSDT,short,11831.5619,0.7416,0.7754,-539.2486,0.0,2,0.11831561873963244,crisis,normal,-539.2486,398.8525
135,2026-04-14T10:56:43.155968+00:00,ARBUSDT,long,16840.0426,2.083,2.0173,-531.1526,0.0,1,0.168400425778982,crisis,normal,-531.1526,0.0
137,2026-04-14T10:56:47.438553+00:00,ARBUSDT,long,20344.305,2.1152,2.0155,-958.9293,0.0,1,0.20344305034553106,crisis,normal,-958.9293,0.0
139,2026-04-14T10:56:51.252678+00:00,ADAUSDT,long,5635.2534,0.7274,0.6591,-529.1281,0.0,1,0.056352534244631006,crisis,normal,-529.1281,0.0
139,2026-04-14T10:56:51.252693+00:00,ARBUSDT,long,19364.7466,1.8879,1.7566,-1346.7828,0.0,1,0.19364746575536898,crisis,normal,-1346.7828,0.0
141,2026-04-14T10:56:56.198829+00:00,ADAUSDT,long,5096.9005,0.6814,0.6603,-157.8289,0.0,1,0.05096900518789889,crisis,normal,-157.8289,0.0
141,2026-04-14T10:56:56.198843+00:00,ARBUSDT,long,16397.0251,1.7363,1.6232,-1068.0778,0.0,1,0.16397025104166607,crisis,normal,-1068.0778,0.0
144,2026-04-14T10:57:04.291956+00:00,ARBUSDT,long,12240.6071,1.6247,1.6843,449.0307,0.0,2,0.12240607073453118,crisis,normal,0.0,912.3761
145,2026-04-14T10:57:06.674738+00:00,ARBUSDT,long,10467.1623,1.6843,1.6041,-498.4067,0.0,1,0.10467162258962387,crisis,normal,-498.4067,0.0
150,2026-04-14T10:57:17.081133+00:00,ARBUSDT,long,9827.0793,1.5952,1.6548,367.1602,0.0,4,0.09827079323045784,crisis,normal,0.0,787.9159
