symbol,entry_ms,exit_ms,direction,entry_z,entry_price,exit_price,gross_ret,gross_pnl_usd,fee_usd,pnl_usd
ADAUSDT,1738562400000,1738580400000,1,1.12186757,0.68660000,0.71250000,0.0377221089,377.2211,24.0000,353.2211
ADAUSDT,1738591200000,1738609200000,1,1.04777363,0.72300000,0.80100000,0.1078838174,1078.8382,24.0000,1054.8382
ADAUSDT,1738702800000,1738720800000,1,1.01884829,0.72480000,0.75470000,0.0412527594,412.5276,24.0000,388.5276
ADAUSDT,1741107600000,1741125600000,-1,-1.03886354,0.92630000,0.92870000,-0.0025909533,-25.9095,24.0000,-49.9095
ADAUSDT,1749312000000,1749330000000,1,1.14861409,0.66240000,0.66920000,0.0102657005,102.6570,24.0000,78.6570
ADAUSDT,1750860000000,1750878000000,1,1.05207981,0.57630000,0.57150000,-0.0083289953,-83.2900,24.0000,-107.2900
ADAUSDT,1751076000000,1751094000000,1,1.02379823,0.55910000,0.56250000,0.0060812019,60.8120,24.0000,36.8120
ADAUSDT,1751126400000,1751144400000,1,1.02881924,0.56280000,0.56600000,0.0056858564,56.8586,24.0000,32.8586
ADAUSDT,1756299600000,1756317600000,1,1.04123831,0.86190000,0.86750000,0.0064972735,64.9727,24.0000,40.9727
ADAUSDT,1756321200000,1756339200000,1,1.07389301,0.86290000,0.85060000,-0.0142542589,-142.5426,24.0000,-166.5426
ADAUSDT,1765116000000,1765134000000,1,1.16682950,0.40760000,0.43190000,0.0596172718,596.1727,24.0000,572.1727
ADAUSDT,1765141200000,1765159200000,1,1.07649686,0.42100000,0.42430000,0.0078384798,78.3848,24.0000,54.3848
ADAUSDT,1765551600000,1765569600000,1,1.19628740,0.40840000,0.41010000,0.0041625857,41.6259,24.0000,17.6259
ADAUSDT,1765684800000,1765702800000,1,1.09549032,0.40760000,0.40710000,-0.0012266928,-12.2669,24.0000,-36.2669
ADAUSDT,1765710000000,1765728000000,1,1.20063401,0.40340000,0.39980000,-0.0089241448,-89.2414,24.0000,-113.2414
ADAUSDT,1765731600000,1765749600000,1,1.13054962,0.39700000,0.39700000,0.0000000000,0.0000,24.0000,-24.0000
ADAUSDT,1765803600000,1765821600000,1,1.13590113,0.40090000,0.38270000,-0.0453978548,-453.9785,24.0000,-477.9785
ADAUSDT,1765828800000,1765846800000,1,1.19298296,0.38090000,0.38400000,0.0081386191,81.3862,24.0000,57.3862
ADAUSDT,1765890000000,1765908000000,1,1.14168034,0.38120000,0.38820000,0.0183630640,183.6306,24.0000,159.6306
ADAUSDT,1765944000000,1765962000000,1,1.20673125,0.37990000,0.37800000,-0.0050013161,-50.0132,24.0000,-74.0132
ADAUSDT,1765983600000,1766001600000,1,1.45777828,0.38200000,0.36850000,-0.0353403141,-353.4031,24.0000,-377.4031
ADAUSDT,1766322000000,1766340000000,1,1.15005543,0.35850000,0.36340000,0.0136680614,136.6806,24.0000,112.6806
ADAUSDT,1766430000000,1766448000000,1,1.17096416,0.36850000,0.37240000,0.0105834464,105.8345,24.0000,81.8345
ADAUSDT,1766656800000,1766674800000,1,1.14731457,0.35060000,0.35720000,0.0188248716,188.2487,24.0000,164.2487
ADAUSDT,1766700000000,1766718000000,1,1.22235426,0.34690000,0.35330000,0.0184491208,184.4912,24.0000,160.4912
ADAUSDT,1766757600000,1766775600000,1,1.05406229,0.34940000,0.35010000,0.0020034345,20.0343,24.0000,-3.9657
ADAUSDT,1767193200000,1767211200000,1,1.04920070,0.34240000,0.33340000,-0.0262850467,-262.8505,24.0000,-286.8505
ADAUSDT,1767351600000,1767369600000,1,1.02931445,0.36060000,0.38890000,0.0784803106,784.8031,24.0000,760.8031
ADAUSDT,1767376800000,1767394800000,1,1.02448031,0.38200000,0.39490000,0.0337696335,337.6963,24.0000,313.6963
ADAUSDT,1768467600000,1768485600000,-1,-1.04241820,0.40490000,0.40300000,0.0046925167,46.9252,24.0000,22.9252
ADAUSDT,1768593600000,1768611600000,-1,-1.10329213,0.39480000,0.39600000,-0.0030395137,-30.3951,24.0000,-54.3951
ADAUSDT,1769356800000,1769374800000,1,1.02831898,0.34470000,0.33900000,-0.0165361184,-165.3612,24.0000,-189.3612
ADAUSDT,1769533200000,1769551200000,1,1.20187184,0.35030000,0.36110000,0.0308307165,308.3072,24.0000,284.3072
ADAUSDT,1769734800000,1769752800000,1,1.06178219,0.32690000,0.32170000,-0.0159070052,-159.0701,24.0000,-183.0701
ADAUSDT,1769832000000,1769850000000,1,1.15839980,0.31570000,0.31110000,-0.0145707951,-145.7080,24.0000,-169.7080
ADAUSDT,1769868000000,1769886000000,1,1.48967207,0.29850000,0.28530000,-0.0442211055,-442.2111,24.0000,-466.2111
ADAUSDT,1770001200000,1770019200000,1,1.07734144,0.28640000,0.28900000,0.0090782123,90.7821,24.0000,66.7821
ADAUSDT,1770127200000,1770145200000,1,1.10627126,0.29410000,0.29490000,0.0027201632,27.2016,24.0000,3.2016
ADAUSDT,1770692400000,1770710400000,1,1.00219618,0.26620000,0.26420000,-0.0075131480,-75.1315,24.0000,-99.1315
ADAUSDT,1772460000000,1772478000000,-1,-1.14493108,0.27710000,0.28040000,-0.0119090581,-119.0906,24.0000,-143.0906
ADAUSDT,1772550000000,1772568000000,-1,-1.01223706,0.26510000,0.26170000,0.0128253489,128.2535,24.0000,104.2535
ADAUSDT,1772575200000,1772593200000,-1,-1.02781579,0.26300000,0.26270000,0.0011406844,11.4068,24.0000,-12.5932
ADAUSDT,1772611200000,1772629200000,-1,-1.24728833,0.27180000,0.27210000,-0.0011037528,-11.0375,24.0000,-35.0375
ADAUSDT,1772636400000,1772654400000,-1,-1.19619607,0.28080000,0.28100000,-0.0007122507,-7.1225,24.0000,-31.1225
